obs,time,deployment,conductivity,date_time_string,dcl_controller_timestamp,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,temp,practical_salinity,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
0,3755808899.42,8,3.60373997688,empty,empty,3755812967.12,3755812967.12,3755808901.0,3755808899.42,port_timestamp,6.73999977112,10.3965997696,32.545773526,1025.00483806,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
1,3755809799.42,8,3.60249996185,empty,empty,3755812967.12,3755812967.12,3755809801.0,3755809799.42,port_timestamp,7.06599998474,10.3837003708,32.5447325719,1025.00768879,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
2,3755810699.42,8,3.60254001617,empty,empty,3755819254.96,3755819254.97,3755810701.0,3755810699.42,port_timestamp,7.06199979782,10.3850002289,32.5439688553,1025.00685494,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
3,3755811599.42,8,3.60221004486,empty,empty,3755819254.96,3755819254.97,3755811601.0,3755811599.42,port_timestamp,7.14499998093,10.3811998367,32.5440256965,1025.00791895,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
4,3755812499.42,8,3.60439991951,empty,empty,3755819254.96,3755819254.97,3755812501.0,3755812499.42,port_timestamp,7.21099996567,10.4019002914,32.5474500663,1025.00737291,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
5,3755813399.42,8,3.60267996788,empty,empty,3755819254.96,3755819254.97,3755813401.0,3755813399.42,port_timestamp,6.71500015259,10.3868999481,32.5438239366,1025.00485172,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
6,3755814299.42,8,3.60021996498,empty,empty,3755819254.96,3755819254.97,3755814301.0,3755814299.42,port_timestamp,7.41599988937,10.363699913,32.539587375,1025.0086506,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
7,3755815199.42,8,3.59944009781,empty,empty,3755819254.96,3755819254.97,3755815201.0,3755815199.42,port_timestamp,6.95100021362,10.3559999466,32.538845706,1025.00727525,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
8,3755816099.42,8,3.60037994385,empty,empty,3755819254.96,3755819254.97,3755816101.0,3755816099.42,port_timestamp,7.28800010681,10.3671998978,32.5381144095,1025.006331,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
9,3755816999.42,8,3.60279011726,empty,empty,3755819254.96,3755819254.97,3755817001.0,3755816999.42,port_timestamp,7.17100000381,10.3919000626,32.5402574356,1025.00328396,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
10,3755817899.42,8,3.5987200737,empty,empty,3755825539.89,3755825541.86,3755817901.0,3755817899.42,port_timestamp,6.70100021362,10.3514003754,32.5358391276,1025.00458051,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
11,3755818799.42,8,3.60214996338,empty,empty,3755825539.89,3755825541.86,3755818801.0,3755818799.42,port_timestamp,6.96099996567,10.3814001083,32.5433206062,1025.00650395,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
12,3755819699.42,8,3.60175991058,empty,empty,3755825539.89,3755825541.86,3755819701.0,3755819699.42,port_timestamp,7.33599996567,10.3782997131,32.5420188062,1025.00770962,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
13,3755820599.42,8,3.60240006447,empty,empty,3755825539.89,3755825541.86,3755820601.0,3755820599.42,port_timestamp,6.89200019836,10.3858995438,32.5418350735,1025.00427107,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
14,3755821499.42,8,3.5952899456,empty,empty,3755825539.89,3755825541.86,3755821501.0,3755821499.42,port_timestamp,6.85799980164,10.3221998215,32.5274402219,1025.00368109,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
15,3755822399.41,8,3.59722995758,empty,empty,3755825539.89,3755825541.87,3755822401.0,3755822399.41,port_timestamp,7.0720000267,10.3395996094,32.531266641,1025.00468975,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
16,3755823299.41,8,3.60018992424,empty,empty,3755825539.89,3755825541.87,3755823301.0,3755823299.41,port_timestamp,7.04699993134,10.3647003174,32.5385483466,1025.00600366,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
17,3755824199.41,8,3.5956299305,empty,empty,3755825539.89,3755825541.87,3755824201.0,3755824199.41,port_timestamp,7.08799982071,10.3250999451,32.5281609162,1025.00479247,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
18,3755825099.41,8,3.59730005264,empty,empty,3755833933.17,3755833939.56,3755825101.0,3755825099.41,port_timestamp,6.73400020599,10.3399000168,32.5318495128,1025.00356565,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
19,3755825999.41,8,3.59632992744,empty,empty,3755833933.17,3755833939.56,3755826001.0,3755825999.41,port_timestamp,6.91800022125,10.32970047,32.5311525543,1025.00557866,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
20,3755826899.41,8,3.60008001328,empty,empty,3755833933.17,3755833939.56,3755826901.0,3755826899.41,port_timestamp,7.12300014496,10.3606004715,32.541083263,1025.00901756,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
21,3755827799.41,8,3.6040699482,empty,empty,3755833933.17,3755833939.56,3755827801.0,3755827799.41,port_timestamp,7.16400003433,10.3956003189,32.549797984,1025.01006025,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
22,3755828699.41,8,3.60276007652,empty,empty,3755833933.17,3755833939.56,3755828701.0,3755828699.41,port_timestamp,6.86800003052,10.3818998337,32.54903962,1025.01045657,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
23,3755829599.41,8,3.605230093,empty,empty,3755833933.17,3755833939.56,3755829601.0,3755829599.41,port_timestamp,7.34299993515,10.4021997452,32.5554579202,1025.01415973,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
24,3755830499.41,8,3.60834002495,empty,empty,3755833933.17,3755833939.56,3755830501.0,3755830499.41,port_timestamp,7.31199979782,10.4275999069,32.5639421756,1025.01631414,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
25,3755831399.41,8,3.60973000526,empty,empty,3755833933.17,3755833939.56,3755831401.0,3755831399.41,port_timestamp,6.91599988937,10.4378995895,32.5688373168,1025.01658721,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
