obs,time,deployment,conductivity,date_time_string,dcl_controller_timestamp,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,temp,practical_salinity,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
0,3756327299.1,8,3.60120010376,empty,empty,3756330246.82,3756330248.97,3756327301.0,3756327299.1,port_timestamp,7.07000017166,10.4351997375,32.4856327591,1024.95289989,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
1,3756328199.1,8,3.60103011131,empty,empty,3756330246.82,3756330248.97,3756328201.0,3756328199.1,port_timestamp,7.15399980545,10.4340000153,32.4849617757,1024.9529605,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
2,3756329099.11,8,3.60087990761,empty,empty,3756338686.85,3756338686.86,3756329101.0,3756329099.11,port_timestamp,7.34000015259,10.4326000214,32.4846283668,1024.95377908,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
3,3756329999.1,8,3.60056996346,empty,empty,3756338686.85,3756338686.86,3756330001.0,3756329999.1,port_timestamp,7.06300020218,10.4289999008,32.4848525918,1024.95331427,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
4,3756330899.1,8,3.60096001625,empty,empty,3756338686.85,3756338686.86,3756330901.0,3756330899.1,port_timestamp,7.04799985886,10.4338998795,32.4843968423,1024.95205834,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
5,3756331799.1,8,3.60114002228,empty,empty,3756338686.85,3756338686.86,3756331801.0,3756331799.1,port_timestamp,7.15100002289,10.4363002777,32.4840106601,1024.95181461,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
6,3756332699.1,8,3.60111999512,empty,empty,3756338686.85,3756338686.86,3756332701.0,3756332699.1,port_timestamp,6.96400022507,10.4362001419,32.4839817911,1024.95096425,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
7,3756333599.1,8,3.60119009018,empty,empty,3756338686.85,3756338686.87,3756333601.0,3756333599.1,port_timestamp,7.23600006104,10.4375,32.4834076526,1024.95152471,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
8,3756334499.1,8,3.60156989098,empty,empty,3756338686.85,3756338686.87,3756334501.0,3756334499.1,port_timestamp,6.80999994278,10.442199707,32.4832007651,1024.94863946,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
9,3756335399.1,8,3.60191988945,empty,empty,3756338686.85,3756338686.87,3756335401.0,3756335399.1,port_timestamp,7.18400001526,10.4463996887,32.4828006134,1024.94930284,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
10,3756336299.1,8,3.60228991508,empty,empty,3756344956.11,3756344958.02,3756336301.0,3756336299.1,port_timestamp,7.53000020981,10.4505996704,32.4826113371,1024.9500038,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
11,3756337199.1,8,3.60244011879,empty,empty,3756344956.11,3756344958.02,3756337201.0,3756337199.1,port_timestamp,7.55200004578,10.4525003433,32.4824117093,1024.94962412,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
12,3756338099.09,8,3.60278010368,empty,empty,3756344956.11,3756344958.02,3756338101.0,3756338099.09,port_timestamp,7.20499992371,10.4566001892,32.4823082676,1024.94727791,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
13,3756338999.09,8,3.60281991959,empty,empty,3756344956.11,3756344958.02,3756339001.0,3756338999.09,port_timestamp,7.49300003052,10.4568004608,32.4824030322,1024.94861876,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
14,3756339899.09,8,3.60294008255,empty,empty,3756344956.11,3756344958.02,3756339901.0,3756339899.09,port_timestamp,7.2610001564,10.4582996368,32.4823691421,1024.94728898,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
15,3756340799.09,8,3.60303997993,empty,empty,3756344956.11,3756344958.02,3756340801.0,3756340799.09,port_timestamp,7.25,10.4596996307,32.4821259242,1024.94681137,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
16,3756341699.09,8,3.60295009613,empty,empty,3756344956.11,3756344958.02,3756341701.0,3756341699.09,port_timestamp,7.16200017929,10.4587001801,32.4821575007,1024.94660861,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
17,3756342599.09,8,3.60332989693,empty,empty,3756344956.11,3756344958.02,3756342601.0,3756342599.09,port_timestamp,7.07999992371,10.4632997513,32.4818912953,1024.94524742,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
18,3756343499.09,8,3.60309004784,empty,empty,3756351260.43,3756351262.93,3756343501.0,3756343499.09,port_timestamp,7.24399995804,10.4610004425,32.481468274,1024.94605027,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
19,3756344399.09,8,3.60326004028,empty,empty,3756351260.43,3756351262.93,3756344401.0,3756344399.09,port_timestamp,7.09299993515,10.4632997513,32.4811861342,1024.94475666,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
20,3756345299.09,8,3.60327005386,empty,empty,3756351260.43,3756351262.93,3756345301.0,3756345299.09,port_timestamp,7.27400016785,10.4636001587,32.4809394382,1024.94533095,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
21,3756346199.09,8,3.60343003273,empty,empty,3756351260.43,3756351262.93,3756346201.0,3756346199.09,port_timestamp,7.22599983215,10.4652996063,32.4810488971,1024.94490993,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
22,3756347099.09,8,3.60317993164,empty,empty,3756351260.43,3756351262.93,3756347101.0,3756347099.09,port_timestamp,7.22499990463,10.4631004333,32.4805043846,1024.94485569,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
23,3756347999.09,8,3.60328006744,empty,empty,3756351260.43,3756351262.93,3756348001.0,3756347999.09,port_timestamp,7.46999979019,10.4644002914,32.4802402993,1024.94553531,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
24,3756348899.09,8,3.60292005539,empty,empty,3756351260.43,3756351262.93,3756348901.0,3756348899.09,port_timestamp,7.36899995804,10.4607000351,32.4799813332,1024.94550744,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
25,3756349799.09,8,3.60301995277,empty,empty,3756351260.43,3756351262.93,3756349801.0,3756349799.09,port_timestamp,6.88399982452,10.4619998932,32.4800317586,1024.9431343,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
26,3756350699.09,8,3.60309004784,empty,empty,3756359698.2,3756359698.22,3756350701.0,3756350699.09,port_timestamp,7.22200012207,10.4629001617,32.4797822488,1024.94431352,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
27,3756351599.09,8,3.60240006447,empty,empty,3756359698.2,3756359698.22,3756351601.0,3756351599.09,port_timestamp,7.40100002289,10.4552001953,32.479665342,1024.94634221,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
28,3756352499.08,8,3.6020898819,empty,empty,3756359698.2,3756359698.22,3756352501.0,3756352499.08,port_timestamp,7.54899978638,10.4521999359,32.4791671687,1024.94713335,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
29,3756353399.09,8,3.60154008865,empty,empty,3756359698.21,3756359698.22,3756353401.0,3756353399.09,port_timestamp,7.63500022888,10.4460000992,32.4791539762,1024.94856667,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
30,3756354299.08,8,3.60187005997,empty,empty,3756359698.21,3756359698.22,3756354301.0,3756354299.08,port_timestamp,7.26800012589,10.4506998062,32.4784247788,1024.94554063,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
31,3756355199.08,8,3.60269999504,empty,empty,3756359698.21,3756359698.22,3756355201.0,3756355199.08,port_timestamp,7.1139998436,10.4602003098,32.4783313434,1024.94315478,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
32,3756356099.09,8,3.60144996643,empty,empty,3756359698.21,3756359698.22,3756356101.0,3756356099.09,port_timestamp,7.31699991226,10.4463996887,32.4780318029,1024.94618749,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
33,3756356999.08,8,3.60156011581,empty,empty,3756359698.21,3756359698.23,3756357001.0,3756356999.08,port_timestamp,7.09299993515,10.44810009,32.4777156771,1024.9446398,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
34,3756357899.08,8,3.60184001923,empty,empty,3756365943.72,3756365945.59,3756357901.0,3756357899.08,port_timestamp,7.09499979019,10.4518003464,32.4772187555,1024.94363192,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
35,3756358799.09,8,3.60168004036,empty,empty,3756365943.72,3756365945.59,3756358801.0,3756358799.09,port_timestamp,7.39099979401,10.4499998093,32.4770923065,1024.9451771,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
36,3756359699.08,8,3.60083007812,empty,empty,3756365943.72,3756365945.59,3756359701.0,3756359699.08,port_timestamp,7.3060002327,10.4408998489,32.4767313421,1024.94605995,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
37,3756360599.08,8,3.60072994232,empty,empty,3756365943.72,3756365945.59,3756360601.0,3756360599.08,port_timestamp,6.98500013351,10.4399003983,32.476759826,1024.94480182,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
38,3756361499.08,8,3.59993004799,empty,empty,3756365943.72,3756365945.59,3756361501.0,3756361499.08,port_timestamp,7.07600021362,10.4335002899,32.4744129302,1024.94447225,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
39,3756362399.08,8,3.59916996956,empty,empty,3756365943.73,3756365945.59,3756362401.0,3756362399.08,port_timestamp,7.21600008011,10.4293003082,32.4704777029,1024.94275192,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
40,3756363299.08,8,3.59895992279,empty,empty,3756365943.73,3756365945.59,3756363301.0,3756363299.08,port_timestamp,7.50099992752,10.4287996292,32.4686976673,1024.94273753,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
