obs,time,deployment,conductivity,date_time_string,dcl_controller_timestamp,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,temp,practical_salinity,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
0,3757018498.65,8,3.5754699707,empty,empty,3757021315.73,3757021315.77,3757018501.0,3757018498.65,port_timestamp,7.13899993896,10.2404003143,32.4010248789,1024.92016802,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
1,3757019398.65,8,3.57522010803,empty,empty,3757021315.73,3757021315.77,3757019401.0,3757019398.65,port_timestamp,7.31699991226,10.2372999191,32.4012014067,1024.92163098,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
2,3757020298.65,8,3.57463002205,empty,empty,3757029737.58,3757029737.6,3757020301.0,3757020298.65,port_timestamp,7.31699991226,10.2306003571,32.4012432964,1024.92278764,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
3,3757021198.65,8,3.5743598938,empty,empty,3757029737.58,3757029737.6,3757021201.0,3757021198.65,port_timestamp,7.19199991226,10.2278995514,32.4009899971,1024.92247778,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
4,3757022098.65,8,3.57490992546,empty,empty,3757029737.58,3757029737.6,3757022101.0,3757022098.65,port_timestamp,7.30000019073,10.234000206,32.4010332292,1024.92197662,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
5,3757022998.65,8,3.57515001297,empty,empty,3757029737.58,3757029737.6,3757023001.0,3757022998.65,port_timestamp,7.39599990845,10.2356996536,32.4018900917,1024.92279377,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
6,3757023898.67,8,3.57468008995,empty,empty,3757029737.58,3757029737.6,3757023901.0,3757023898.67,port_timestamp,7.15500020981,10.2304000854,32.4019957569,1024.92267528,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
7,3757024798.65,8,3.5748000145,empty,empty,3757029737.58,3757029737.6,3757024801.0,3757024798.65,port_timestamp,7.29300022125,10.2305002213,32.4030570644,1024.92411015,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
8,3757025698.65,8,3.57535004616,empty,empty,3757029737.58,3757029737.6,3757025701.0,3757025698.65,port_timestamp,7.40299987793,10.2361001968,32.4035463921,1024.92404967,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
9,3757026598.65,8,3.57487010956,empty,empty,3757029737.58,3757029737.6,3757026601.0,3757026598.65,port_timestamp,7.05999994278,10.228099823,32.4060102,1024.92576163,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
10,3757027498.65,8,3.57439994812,empty,empty,3757036026.04,3757036026.06,3757027501.0,3757027498.65,port_timestamp,7.47100019455,10.2220001221,32.4065452917,1024.92906058,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
11,3757028398.65,8,3.57602000237,empty,empty,3757036026.04,3757036026.06,3757028401.0,3757028398.65,port_timestamp,6.86800003052,10.2356004715,32.4109717665,1024.92750369,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
12,3757029298.65,8,3.57611989975,empty,empty,3757036026.04,3757036026.06,3757029301.0,3757029298.65,port_timestamp,7.22300004959,10.232000351,32.4150429424,1024.93288768,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
13,3757030198.65,8,3.57662010193,empty,empty,3757036026.04,3757036026.06,3757030201.0,3757030198.65,port_timestamp,7.21099996567,10.2349996567,32.417404803,1024.93417174,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
14,3757031098.65,8,3.57617998123,empty,empty,3757036026.04,3757036026.06,3757031101.0,3757031098.65,port_timestamp,7.45599985123,10.2311000824,32.4163502549,1024.93511183,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
15,3757031998.65,8,3.5773999691,empty,empty,3757036026.04,3757036026.06,3757032001.0,3757031998.65,port_timestamp,7.04699993134,10.2430000305,32.418177776,1024.93268985,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
16,3757032898.64,8,3.57610988617,empty,empty,3757036026.04,3757036026.06,3757032901.0,3757032898.64,port_timestamp,7.45499992371,10.231300354,32.4154683814,1024.93438609,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
17,3757033798.66,8,3.57656002045,empty,empty,3757036026.04,3757036026.06,3757033801.0,3757033798.66,port_timestamp,7.40299987793,10.2355003357,32.4162708366,1024.93407185,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
18,3757034698.64,8,3.57670998573,empty,empty,3757042332.47,3757042332.53,3757034701.0,3757034698.64,port_timestamp,7.32700014114,10.2374000549,32.416115658,1024.93328832,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
19,3757035598.64,8,3.585750103,empty,empty,3757042332.47,3757042332.53,3757035601.0,3757035598.64,port_timestamp,7.13000011444,10.3196001053,32.4337220206,1024.9322911,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
20,3757036498.64,8,3.59406995773,empty,empty,3757042332.47,3757042332.53,3757036501.0,3757036498.64,port_timestamp,7.38399982452,10.3952999115,32.4495913169,1024.93300484,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
21,3757037398.64,8,3.58867001534,empty,empty,3757042332.47,3757042332.53,3757037401.0,3757037398.64,port_timestamp,7.16699981689,10.3478002548,32.4378657091,1024.93092601,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
22,3757038298.64,8,3.59009003639,empty,empty,3757042332.47,3757042332.53,3757038301.0,3757038298.64,port_timestamp,7.41300010681,10.3613996506,32.4398836872,1024.93131116,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
23,3757039198.64,8,3.59193992615,empty,empty,3757042332.47,3757042332.53,3757039201.0,3757039198.64,port_timestamp,7.03700017929,10.3810997009,32.4410343341,1024.92717379,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
24,3757040098.64,8,3.59612011909,empty,empty,3757042332.47,3757042332.53,3757040101.0,3757040098.64,port_timestamp,7.04600000381,10.4177999496,32.4502257734,1024.92815443,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
25,3757040998.64,8,3.59712004662,empty,empty,3757042332.47,3757042332.53,3757041001.0,3757040998.64,port_timestamp,7.16699981689,10.4259996414,32.4528853894,1024.92938137,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
26,3757041898.64,8,3.60003995895,empty,empty,3757050734.19,3757050734.21,3757041901.0,3757041898.64,port_timestamp,6.90999984741,10.454199791,32.457114703,1024.92672142,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
27,3757042798.64,8,3.59770989418,empty,empty,3757050734.19,3757050734.22,3757042801.0,3757042798.64,port_timestamp,6.96799993515,10.4324998856,32.4530895019,1024.92753684,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
28,3757043698.64,8,3.59590005875,empty,empty,3757050734.19,3757050734.22,3757043701.0,3757043698.64,port_timestamp,7.11999988556,10.4147996902,32.4506631337,1024.92933901,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
29,3757044598.64,8,3.59676003456,empty,empty,3757050734.19,3757050734.22,3757044601.0,3757044598.64,port_timestamp,7.24800014496,10.4233999252,32.4515623404,1024.92915788,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
30,3757045498.64,8,3.59627008438,empty,empty,3757050734.19,3757050734.22,3757045501.0,3757045498.64,port_timestamp,7.3860001564,10.4184999466,32.4509583987,1024.9301429,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
31,3757046398.64,8,3.59670996666,empty,empty,3757050734.19,3757050734.22,3757046401.0,3757046398.64,port_timestamp,7.05200004578,10.4211997986,32.4531048972,1024.92984804,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
32,3757047298.64,8,3.59210991859,empty,empty,3757050734.19,3757050734.22,3757047301.0,3757047298.64,port_timestamp,7.23799991608,10.3748998642,32.4481903195,1024.93470972,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
33,3757048198.63,8,3.59442996979,empty,empty,3757050734.19,3757050734.22,3757048201.0,3757048198.63,port_timestamp,7.15199995041,10.4000997543,32.4490173058,1024.93069511,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
34,3757049098.63,8,3.59513998032,empty,empty,3757057038.43,3757057038.45,3757049101.0,3757049098.63,port_timestamp,7.19000005722,10.4052000046,32.4515762727,1024.93199608,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
35,3757049998.63,8,3.58413004875,empty,empty,3757057038.43,3757057038.46,3757050001.0,3757049998.63,port_timestamp,7.46999979019,10.3022003174,32.4328276217,1024.93606527,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
36,3757050898.63,8,3.589220047,empty,empty,3757057038.43,3757057038.46,3757050901.0,3757050898.63,port_timestamp,7.21400022507,10.3499002457,32.4414967288,1024.93361378,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
37,3757051798.64,8,3.58706998825,empty,empty,3757057038.43,3757057038.46,3757051801.0,3757051798.64,port_timestamp,7.0609998703,10.3309001923,32.4369266779,1024.93256998,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
38,3757052698.63,8,3.58749008179,empty,empty,3757057038.43,3757057038.46,3757052701.0,3757052698.63,port_timestamp,6.77299976349,10.335100174,32.4375211415,1024.93102223,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
39,3757053598.63,8,3.5848801136,empty,empty,3757057038.43,3757057038.46,3757053601.0,3757053598.63,port_timestamp,7.1939997673,10.3067998886,32.4363800286,1024.93681146,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
40,3757054498.63,8,3.58766007423,empty,empty,3757057038.43,3757057038.46,3757054501.0,3757054498.63,port_timestamp,7.38100004196,10.3346996307,32.4393262029,1024.93524536,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
41,3757055398.63,8,3.58511996269,empty,empty,3757057038.43,3757057038.46,3757055401.0,3757055398.63,port_timestamp,7.29799985886,10.310500145,32.4354421164,1024.93592653,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
42,3757056298.63,8,3.58574008942,empty,empty,3757065420.18,3757065421.64,3757056301.0,3757056298.63,port_timestamp,7.10799980164,10.3170003891,32.4359502137,1024.93436725,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
43,3757057198.63,8,3.58613991737,empty,empty,3757065420.18,3757065421.64,3757057201.0,3757057198.63,port_timestamp,7.12900018692,10.320599556,32.4367491863,1024.93447775,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
44,3757058098.64,8,3.58703994751,empty,empty,3757065420.18,3757065421.64,3757058101.0,3757058098.64,port_timestamp,7.21899986267,10.3282003403,32.4389670206,1024.93533057,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
45,3757058998.63,8,3.58641004562,empty,empty,3757065420.18,3757065421.64,3757059001.0,3757058998.63,port_timestamp,7.19299983978,10.3214998245,32.4386325558,1024.93608332,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
46,3757059898.63,8,3.58587002754,empty,empty,3757065420.18,3757065421.64,3757059901.0,3757059898.63,port_timestamp,7.21999979019,10.3191003799,32.4353337654,1024.93403872,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
47,3757060798.63,8,3.58581995964,empty,empty,3757065420.18,3757065421.64,3757060801.0,3757060798.63,port_timestamp,7.31300020218,10.3168001175,32.4368459983,1024.9360261,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
48,3757061698.63,8,3.58730006218,empty,empty,3757065420.18,3757065421.64,3757061701.0,3757061698.63,port_timestamp,7.47599983215,10.3310003281,32.4389700123,1024.9360219,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
49,3757062598.64,8,3.58558011055,empty,empty,3757065420.18,3757065421.64,3757062601.0,3757062598.64,port_timestamp,7.33900022507,10.3163995743,32.4347800808,1024.93460073,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
50,3757063498.62,8,3.58966994286,empty,empty,3757071748.31,3757071748.33,3757063501.0,3757063498.62,port_timestamp,7.41800022125,10.3521003723,32.4439622996,1024.93608574,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
51,3757064398.62,8,3.59104990959,empty,empty,3757071748.31,3757071748.33,3757064401.0,3757064398.62,port_timestamp,7.35500001907,10.3659000397,32.4455299606,1024.93468849,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
52,3757065298.62,8,3.59115004539,empty,empty,3757071748.31,3757071748.33,3757065301.0,3757065298.62,port_timestamp,7.34700012207,10.3645000458,32.4477872687,1024.93664871,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
53,3757066198.62,8,3.59330010414,empty,empty,3757071748.31,3757071748.33,3757066201.0,3757066198.62,port_timestamp,7.17899990082,10.3857002258,32.4505223368,1024.93443119,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
54,3757067098.62,8,3.59367990494,empty,empty,3757071748.31,3757071748.33,3757067101.0,3757067098.62,port_timestamp,6.8860001564,10.3900995255,32.4505313901,1024.93236853,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
55,3757067998.62,8,3.59488010406,empty,empty,3757071748.31,3757071748.33,3757068001.0,3757067998.62,port_timestamp,7.35599994659,10.398900032,32.4545173331,1024.93610705,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
56,3757068898.62,8,3.59493994713,empty,empty,3757071748.31,3757071748.33,3757068901.0,3757068898.62,port_timestamp,7.30700016022,10.4019002914,32.452461377,1024.93377438,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
57,3757069798.62,8,3.5968298912,empty,empty,3757071748.31,3757071748.33,3757069801.0,3757069798.62,port_timestamp,7.757999897,10.4195995331,32.4554338753,1024.93512498,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
58,3757070698.62,8,3.59858989716,empty,empty,3757080145.3,3757080145.33,3757070701.0,3757070698.62,port_timestamp,7.27799987793,10.4359998703,32.4586574331,1024.93268175,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
59,3757071598.62,8,3.59801006317,empty,empty,3757080145.3,3757080145.33,3757071601.0,3757071598.62,port_timestamp,7.35799980164,10.4308996201,32.45735968,1024.93289874,29,29,29,29,29,29,29,13,29,29,46.84905,-124.9775
