obs,time,deployment,conductivity,date_time_string,dcl_controller_timestamp,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,temp,practical_salinity,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
0,3755981699.32,8,3.57645988464,empty,empty,3755985195.26,3755985195.69,3755981701.0,3755981699.32,port_timestamp,7.1810002327,10.0981998444,32.5384604524,1025.05132436,29,13,29,29,29,29,29,29,29,29,46.84905,-124.9775
1,3755982599.32,8,3.57372999191,empty,empty,3755985195.26,3755985195.69,3755982601.0,3755982599.32,port_timestamp,6.92199993134,10.0728998184,32.5337172065,1025.0506653,29,13,29,29,29,29,29,29,29,29,46.84905,-124.9775
2,3755983499.31,8,3.57366991043,empty,empty,3755991477.15,3755991477.36,3755983501.0,3755983499.31,port_timestamp,7.12699985504,10.0719003677,32.5339170293,1025.05191506,29,13,29,29,29,29,29,29,29,29,46.84905,-124.9775
3,3755984399.32,8,3.57365989685,empty,empty,3755991477.15,3755991477.36,3755984401.0,3755984399.32,port_timestamp,6.67600011826,10.0720996857,32.5338340609,1025.04977648,29,13,29,29,29,29,29,29,29,29,46.84905,-124.9775
4,3755985299.32,8,3.57402992249,empty,empty,3755991477.15,3755991477.36,3755985301.0,3755985299.32,port_timestamp,6.91800022125,10.0743999481,32.5354031673,1025.05171284,29,13,29,29,29,29,29,29,29,29,46.84905,-124.9775
5,3755986199.31,8,3.57379007339,empty,empty,3755991477.15,3755991477.36,3755986201.0,3755986199.31,port_timestamp,6.57299995422,10.0734996796,32.5339357699,1025.04915684,29,13,29,29,29,29,29,29,29,29,46.84905,-124.9775
6,3755987099.32,8,3.57376003265,empty,empty,3755991477.15,3755991477.36,3755987101.0,3755987099.32,port_timestamp,6.85200023651,10.0746002197,32.5325230996,1025.04913411,29,13,29,29,29,29,29,29,29,29,46.84905,-124.9775
7,3755987999.31,8,3.5738799572,empty,empty,3755991477.15,3755991477.36,3755988001.0,3755987999.31,port_timestamp,7.29099988937,10.0760002136,32.5322842818,1025.05070121,29,13,29,29,29,29,29,29,29,29,46.84905,-124.9775
8,3755988899.31,8,3.57406997681,empty,empty,3755991477.15,3755991477.36,3755988901.0,3755988899.31,port_timestamp,6.84299993515,10.0773000717,32.53323239,1025.04919743,29,13,29,29,29,29,29,29,29,29,46.84905,-124.9775
9,3755989799.31,8,3.57361006737,empty,empty,3755991477.15,3755991477.36,3755989801.0,3755989799.31,port_timestamp,7.16099977493,10.0763998032,32.5292491684,1025.04767879,29,13,29,29,29,29,29,29,29,29,46.84905,-124.9775
10,3755990699.31,8,3.57343006134,empty,empty,3755999877.13,3755999877.14,3755990701.0,3755990699.31,port_timestamp,7.18499994278,10.0756998062,32.5280466612,1025.04696579,29,13,29,29,29,29,29,29,29,29,46.84905,-124.9775
