obs,time,deployment,conductivity,date_time_string,dcl_controller_timestamp,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,temp,practical_salinity,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
0,3757709698.23,8,3.5762898922,empty,empty,3757713430.2,3757713430.21,3757709701.0,3757709698.23,port_timestamp,7.09600019455,10.2163000107,32.4308488485,1024.94727115,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
1,3757710598.22,8,3.57620000839,empty,empty,3757713430.2,3757713430.25,3757710601.0,3757710598.22,port_timestamp,7.28200006485,10.2145996094,32.431385996,1024.9488163,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
2,3757711498.22,8,3.57615995407,empty,empty,3757719729.48,3757719730.29,3757711501.0,3757711498.22,port_timestamp,7.14400005341,10.2139997482,32.4315787381,1024.94844301,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
3,3757712398.22,8,3.57658004761,empty,empty,3757719729.48,3757719730.29,3757712401.0,3757712398.22,port_timestamp,7.09399986267,10.2185001373,32.4318071648,1024.9476405,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
4,3757713298.22,8,3.57709002495,empty,empty,3757719729.48,3757719730.49,3757713301.0,3757713298.22,port_timestamp,7.33599996567,10.222700119,32.4330848591,1024.94902695,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
5,3757714198.22,8,3.57706999779,empty,empty,3757719729.48,3757719730.49,3757714201.0,3757714198.22,port_timestamp,7.25400018692,10.2218999863,32.4336324289,1024.94921726,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
6,3757715098.22,8,3.57702994347,empty,empty,3757719729.48,3757719730.49,3757715101.0,3757715098.22,port_timestamp,7.24599981308,10.2208003998,32.4342159657,1024.94982051,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
7,3757715998.21,8,3.57722997665,empty,empty,3757719729.48,3757719730.5,3757716001.0,3757715998.21,port_timestamp,7.007999897,10.2239999771,32.4334748534,1024.94762961,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
8,3757716898.21,8,3.57789993286,empty,empty,3757719729.48,3757719730.5,3757716901.0,3757716898.21,port_timestamp,7.38700008392,10.2302999496,32.4344246473,1024.9490273,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
9,3757717798.21,8,3.57687997818,empty,empty,3757719729.48,3757719730.5,3757717801.0,3757717798.21,port_timestamp,7.29899978638,10.2206001282,32.4328613779,1024.94903754,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
10,3757718698.21,8,3.57626008987,empty,empty,3757728125.22,3757728125.32,3757718701.0,3757718698.21,port_timestamp,7.25899982452,10.2151002884,32.431551659,1024.94875752,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
11,3757719598.21,8,3.57559990883,empty,empty,3757728125.22,3757728125.32,3757719601.0,3757719598.21,port_timestamp,7.25699996948,10.2077999115,32.4314321262,1024.94987883,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
12,3757720498.21,8,3.5768699646,empty,empty,3757728125.22,3757728125.33,3757720501.0,3757720498.21,port_timestamp,7.21600008011,10.2206001282,32.4327973768,1024.94861226,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
13,3757721398.21,8,3.57520008087,empty,empty,3757728125.22,3757728125.33,3757721401.0,3757721398.21,port_timestamp,7.24700021744,10.2047996521,32.4300869453,1024.94928733,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
14,3757722298.21,8,3.57519006729,empty,empty,3757728125.22,3757728125.33,3757722301.0,3757722298.21,port_timestamp,7.36499977112,10.2059001923,32.4289511502,1024.94875097,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
15,3757723198.21,8,3.57528996468,empty,empty,3757728125.22,3757728125.33,3757723201.0,3757723198.21,port_timestamp,7.33699989319,10.206199646,32.4297028921,1024.94916036,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
16,3757724098.21,8,3.57506990433,empty,empty,3757728125.22,3757728125.33,3757724101.0,3757724098.21,port_timestamp,6.96700000763,10.2030000687,32.4305070766,1024.94864996,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
17,3757724998.21,8,3.57562994957,empty,empty,3757728125.22,3757728125.33,3757725001.0,3757724998.21,port_timestamp,7.1779999733,10.2076997757,32.431855896,1024.94986875,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
18,3757725898.21,8,3.57592010498,empty,empty,3757740734.57,3757740734.62,3757725901.0,3757725898.21,port_timestamp,7.14400005341,10.2093000412,32.4333650995,1024.95062367,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
19,3757726798.21,8,3.57665991783,empty,empty,3757740734.57,3757740734.62,3757726801.0,3757726798.21,port_timestamp,7.36899995804,10.216799736,32.4340128113,1024.95088924,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
20,3757727698.21,8,3.57717990875,empty,empty,3757740734.57,3757740734.62,3757727701.0,3757727698.21,port_timestamp,7.16699981689,10.2203998566,32.4361193526,1024.95101458,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
21,3757728598.21,8,3.57912993431,empty,empty,3757740734.57,3757740734.62,3757728601.0,3757728598.21,port_timestamp,7.40799999237,10.2369003296,32.4409014701,1024.95306459,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
22,3757729498.2,8,3.58277010918,empty,empty,3757740734.57,3757740734.62,3757729501.0,3757729498.2,port_timestamp,7.14699983597,10.2694997787,32.4485142256,1024.95234112,29,13,29,29,29,29,29,13,29,29,46.84905,-124.9775
