obs,time,deployment,conductivity,date_time_string,dcl_controller_timestamp,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,temp,practical_salinity,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
0,3755463299.64,8,3.63703989983,empty,empty,3755466371.14,3755466374.58,3755463301.0,3755463299.64,port_timestamp,7.32399988174,10.6873998642,32.6187087427,1025.01447054,29,13,29,29,29,29,29,29,29,29,46.84905,-124.9775
1,3755464199.64,8,3.63712000847,empty,empty,3755466371.14,3755466374.58,3755464201.0,3755464199.64,port_timestamp,6.87699985504,10.6858997345,32.621039724,1025.01452827,29,13,29,29,29,29,29,29,29,29,46.84905,-124.9775
2,3755465099.65,8,3.6369099617,empty,empty,3755472644.63,3755472645.07,3755465101.0,3755465099.65,port_timestamp,7.01900005341,10.6841001511,32.6204896968,1025.01505183,29,13,29,29,29,29,29,29,29,29,46.84905,-124.9775
3,3755465999.64,8,3.63700008392,empty,empty,3755472644.63,3755472645.07,3755466001.0,3755465999.64,port_timestamp,6.5529999733,10.6850004196,32.6207875782,1025.01302538,29,13,29,29,29,29,29,29,29,29,46.84905,-124.9775
4,3755466899.64,8,3.63695001602,empty,empty,3755472644.63,3755472645.07,3755466901.0,3755466899.64,port_timestamp,7.17999982834,10.6833000183,32.6215347465,1025.01673055,29,13,29,29,29,29,29,29,29,29,46.84905,-124.9775
5,3755467799.64,8,3.63685011864,empty,empty,3755472644.63,3755472645.07,3755467801.0,3755467799.64,port_timestamp,7.09499979019,10.6835002899,32.6203954837,1025.01542511,29,13,29,29,29,29,29,29,29,29,46.84905,-124.9775
6,3755468699.64,8,3.63686990738,empty,empty,3755472644.63,3755472645.07,3755468701.0,3755468699.64,port_timestamp,7.15799999237,10.6836996078,32.6203882225,1025.01566928,29,13,29,29,29,29,29,29,29,29,46.84905,-124.9775
7,3755469599.63,8,3.63645005226,empty,empty,3755472644.63,3755472645.07,3755469601.0,3755469599.63,port_timestamp,7.375,10.682299614,32.6173599945,1025.01453213,29,13,29,29,29,29,29,29,29,29,46.84905,-124.9775
8,3755470499.63,8,3.63614988327,empty,empty,3755472644.63,3755472645.07,3755470501.0,3755470499.63,port_timestamp,6.51900005341,10.6803998947,32.6164300912,1025.0102736,29,13,29,29,29,29,29,29,29,29,46.84905,-124.9775
9,3755471399.63,8,3.63627004623,empty,empty,3755472644.63,3755472645.07,3755471401.0,3755471399.63,port_timestamp,7.01800012589,10.6801996231,32.6175931346,1025.01346576,29,13,29,29,29,29,29,29,29,29,46.84905,-124.9775
10,3755472299.63,8,3.63610005379,empty,empty,3755481065.43,3755481065.48,3755472301.0,3755472299.63,port_timestamp,6.39900016785,10.6793003082,32.6169653401,1025.01033899,29,13,29,29,29,29,29,29,29,29,46.84905,-124.9775
11,3755473199.63,8,3.63617992401,empty,empty,3755481065.43,3755481065.48,3755473201.0,3755473199.63,port_timestamp,6.71400022507,10.679400444,32.61753961,1025.01219039,29,13,29,29,29,29,29,29,29,29,46.84905,-124.9775
12,3755474099.63,8,3.63582992554,empty,empty,3755481065.43,3755481065.48,3755474101.0,3755474099.63,port_timestamp,7.59000015259,10.6766004562,32.6161707689,1025.01556122,29,13,29,29,29,29,29,29,29,29,46.84905,-124.9775
13,3755474999.63,8,3.6347899437,empty,empty,3755481065.43,3755481065.48,3755475001.0,3755474999.63,port_timestamp,6.62799978256,10.670999527,32.6112126455,1025.00832628,29,13,29,29,29,29,29,29,29,29,46.84905,-124.9775
